response_id,submitted_date,channel,ward,language,respondent_type,corridor_referenced,sentiment,top_concern,secondary_concern,verbatim_snippet,reached_via,delivery_id_ref
RSP-100870,2026-07-18,portal,Jeanne-Mance,en,individual_resident,Saint_Joseph,strong_support,parking_loss,,Transit stops need to be redesigned for accessibility,reminder_sms,EML-0501594
RSP-100958,2026-07-18,intercept_survey,Mile End,en,visitor,Saint_Joseph,neutral,pedestrian_safety,,A protected lane on Saint Denis is long overdue,reminder_sms,
RSP-101413,2026-07-18,community_meeting_signin,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_support,delivery_access,snow_removal,Un corridor cyclable continu sur Rachel c est vraiment attendu,direct_link,SMS-0900771
RSP-101607,2026-07-18,portal,Milton-Parc,fr,individual_resident,Saint_Laurent_North,support,pedestrian_safety,parking_loss,Ma petite entreprise gagne quand le quartier est marchable,social_share,SMS-0500913
RSP-101665,2026-07-18,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,strong_opposition,transit_frequency,bike_lane_safety,Le bruit des terrasses jusque tard le soir est deja un enjeu,reminder_sms,SMS-0500114
RSP-101699,2026-07-18,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,enforcement,,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,SMS-0500960
RSP-101789,2026-07-18,email_form,Milton-Parc,fr,business_owner,Saint_Laurent_North,support,enforcement,,Je soutiens le projet meme si je perds ma place de stationnement,social_share,EML-0900924
RSP-101818,2026-07-18,portal,Mile End,fr,community_group,Saint_Denis,concern,noise,pedestrian_safety,La circulation va se deverser sur les rues residentielles,portal_search,SMS-0900351
RSP-101933,2026-07-18,portal,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,displacement_risk,tree_canopy,Les livraisons peuvent tres bien se faire tot le matin,portal_search,SMS-0501194
RSP-101955,2026-07-18,portal,Milton-Parc,fr,individual_resident,Rachel,support,bike_lane_safety,,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,reminder_sms,SMS-0501363
RSP-102097,2026-07-18,portal,Milton-Parc,fr,individual_resident,Mont_Royal,concern,transit_frequency,,Les taxis et le transport adapte doivent garder acces,reminder_email,SMS-0500042
RSP-102512,2026-07-18,portal,Jeanne-Mance,ar,individual_resident,Mont_Royal,strong_support,bike_lane_safety,delivery_access,nahtaj ila mazid min alma3loomat bil arabia,portal_search,SMS-0500896
RSP-102527,2026-07-18,intercept_survey,Milton-Parc,en,resident_association,Multiple,strong_opposition,pedestrian_safety,tree_canopy,Loss of parking will hurt my customers who drive in,walkup,SMS-0500739
RSP-102678,2026-07-18,sms_reply,Plateau-Mont-Royal,en,resident_association,Saint_Joseph,strong_support,bike_lane_safety,accessibility,Transit stops need to be redesigned for accessibility,portal_search,SMS-0500920
RSP-102805,2026-07-18,portal,Plateau-Mont-Royal,fr,business_owner,None,neutral,delivery_access,pedestrian_safety,Un corridor cyclable continu sur Rachel c est vraiment attendu,walkup,EML-0502261
RSP-103365,2026-07-18,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,neutral,snow_removal,bike_lane_safety,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,direct_link,EML-0501944
RSP-103521,2026-07-18,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,neutral,pedestrian_safety,enforcement,Je marche cette rue tous les matins et une piste protegee change tout,walkup,EML-0900508
RSP-100280,2026-07-19,sms_reply,Milton-Parc,fr,advocacy_group,Mont_Royal,neutral,accessibility,parking_loss,Ma petite entreprise gagne quand le quartier est marchable,direct_link,SMS-0501273
RSP-100371,2026-07-19,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,displacement_risk,delivery_access,Les taxis et le transport adapte doivent garder acces,social_share,SMS-0500443
RSP-100433,2026-07-19,portal,Milton-Parc,fr,individual_resident,Saint_Denis,support,accessibility,,Les enfants pourront enfin traverser Mont Royal sans stress,social_share,SMS-0900162
RSP-100607,2026-07-19,intercept_survey,Milton-Parc,en,visitor,Multiple,concern,bike_lane_safety,,Enforcement of no parking zones is inconsistent in my experience,meeting_flyer,EML-0900672
RSP-100707,2026-07-19,portal,Mile End,fr,individual_resident,Saint_Denis,neutral,parking_loss,snow_removal,Les enfants pourront enfin traverser Mont Royal sans stress,walkup,SMS-0500307
RSP-100994,2026-07-19,portal,Mile End,fr,individual_resident,Saint_Laurent_North,concern,transit_frequency,snow_removal,Les taxis et le transport adapte doivent garder acces,reminder_email,SMS-0900297
RSP-101054,2026-07-19,email_form,Plateau-Mont-Royal,fr,individual_resident,Rachel,strong_support,displacement_risk,,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,EML-0900935
RSP-101139,2026-07-19,portal,Jeanne-Mance,fr,advocacy_group,Saint_Denis,strong_support,displacement_risk,pedestrian_safety,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,portal_search,SMS-0500010
RSP-101282,2026-07-19,portal,Plateau-Mont-Royal,en,business_owner,Saint_Laurent_North,strong_opposition,delivery_access,,Older residents on my block will not be able to reach services,social_share,SMS-0501310
RSP-101428,2026-07-19,portal,Plateau-Mont-Royal,en,resident_association,None,neutral,bike_lane_safety,snow_removal,Please keep the plan strong the neighbourhood needs this,direct_link,SMS-0501195
RSP-101696,2026-07-19,portal,Milton-Parc,fr,resident_association,Mont_Royal,neutral,accessibility,transit_frequency,Je marche cette rue tous les matins et une piste protegee change tout,social_share,SMS-0500389
RSP-101723,2026-07-19,intercept_survey,Plateau-Mont-Royal,fr,community_group,Multiple,support,enforcement,,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_email,SMS-0500150
RSP-101749,2026-07-19,sms_reply,Milton-Parc,fr,individual_resident,Saint_Denis,support,parking_loss,,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_sms,SMS-0501130
RSP-101826,2026-07-19,portal,Milton-Parc,fr,business_owner,Saint_Denis,strong_opposition,displacement_risk,enforcement,Ou vont se garer les residents plus ages du bloc,meeting_flyer,SMS-0500717
RSP-101945,2026-07-19,email_form,Milton-Parc,fr,business_owner,Saint_Denis,concern,delivery_access,bike_lane_safety,L hiver la piste devient inutilisable si le deneigement suit pas,social_share,SMS-0501115
RSP-102026,2026-07-19,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,bike_lane_safety,snow_removal,Les enfants pourront enfin traverser Mont Royal sans stress,walkup,EML-0502578
RSP-102125,2026-07-19,community_meeting_signin,Plateau-Mont-Royal,en,community_group,Mont_Royal,concern,parking_loss,,Traffic will push into residential side streets that are already busy,reminder_sms,SMS-0900770
RSP-102146,2026-07-19,portal,Mile End,fr,individual_resident,Saint_Laurent_North,strong_support,snow_removal,,Les livraisons peuvent tres bien se faire tot le matin,reminder_email,SMS-0900302
RSP-102156,2026-07-19,portal,Plateau-Mont-Royal,en,business_owner,Saint_Denis,concern,displacement_risk,delivery_access,Snow removal on the new lane must be reliable or it defeats the purpose,portal_search,SMS-0501375
RSP-102346,2026-07-19,community_meeting_signin,Mile End,en,individual_resident,Saint_Denis,neutral,displacement_risk,pedestrian_safety,Please keep the plan strong the neighbourhood needs this,meeting_flyer,SMS-0501060
RSP-102387,2026-07-19,community_meeting_signin,Jeanne-Mance,en,individual_resident,Saint_Laurent_North,neutral,transit_frequency,,I bike to work on Rachel every day and this will make it safer,reminder_sms,EML-0502419
RSP-102418,2026-07-19,intercept_survey,Milton-Parc,en,individual_resident,Saint_Joseph,concern,delivery_access,bike_lane_safety,Traffic will push into residential side streets that are already busy,direct_link,SMS-0500599
RSP-102783,2026-07-19,community_meeting_signin,Jeanne-Mance,ar,individual_resident,Saint_Denis,support,tree_canopy,accessibility,3adad al ashjar 3ala assharia3 mahdood,portal_search,
RSP-102801,2026-07-19,portal,Plateau-Mont-Royal,vi,business_owner,Saint_Denis,strong_opposition,delivery_access,noise,chung toi can them thong tin bang tieng viet,meeting_flyer,EML-0501646
RSP-102803,2026-07-19,sms_reply,Mile End,fr,individual_resident,Multiple,strong_support,delivery_access,transit_frequency,Les livraisons peuvent tres bien se faire tot le matin,reminder_sms,EML-0900872
RSP-103025,2026-07-19,community_meeting_signin,Plateau-Mont-Royal,en,business_owner,Saint_Denis,strong_opposition,pedestrian_safety,accessibility,Loss of parking will hurt my customers who drive in,reminder_sms,SMS-0500848
RSP-103107,2026-07-19,community_meeting_signin,Plateau-Mont-Royal,ar,individual_resident,Rachel,support,delivery_access,accessibility,nahtaj ila mazid min alma3loomat bil arabia,reminder_email,EML-0502531
RSP-103110,2026-07-19,intercept_survey,Plateau-Mont-Royal,fr,community_group,Mont_Royal,concern,enforcement,transit_frequency,Nous avons besoin d une fenetre de livraison entre 7h et 10h,direct_link,EML-0502137
RSP-103247,2026-07-19,portal,Plateau-Mont-Royal,fr,individual_resident,Multiple,support,accessibility,pedestrian_safety,Ma petite entreprise gagne quand le quartier est marchable,meeting_flyer,SMS-0501366
RSP-103443,2026-07-19,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,enforcement,delivery_access,Nous avons besoin d une fenetre de livraison entre 7h et 10h,reminder_email,EML-0501815
RSP-100006,2026-07-20,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,neutral,delivery_access,accessibility,Je soutiens le projet meme si je perds ma place de stationnement,portal_search,SMS-0500485
RSP-100347,2026-07-20,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Rachel,strong_support,transit_frequency,,The community meetings have been well organized and thoughtful,reminder_sms,SMS-0501060
RSP-100442,2026-07-20,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Joseph,support,snow_removal,enforcement,The community meetings have been well organized and thoughtful,reminder_email,EML-0501689
RSP-100443,2026-07-20,portal,Plateau-Mont-Royal,es,business_owner,Saint_Denis,concern,delivery_access,,las ventanas de entrega en la manana son importantes,reminder_sms,EML-0501662
RSP-100461,2026-07-20,portal,Plateau-Mont-Royal,en,advocacy_group,Mont_Royal,strong_support,snow_removal,transit_frequency,The community meetings have been well organized and thoughtful,portal_search,SMS-0500417
RSP-100536,2026-07-20,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Multiple,neutral,delivery_access,pedestrian_safety,As a small business owner I welcome slower traffic and more foot traffic,reminder_email,SMS-0500321
RSP-100642,2026-07-20,portal,Mile End,fr,advocacy_group,Multiple,strong_support,snow_removal,,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_sms,EML-0502689
RSP-100885,2026-07-20,portal,Mile End,en,resident_association,Saint_Joseph,strong_support,bike_lane_safety,,A protected lane on Saint Denis is long overdue,reminder_email,EML-0900100
RSP-101108,2026-07-20,email_form,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,support,delivery_access,,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,EML-0502148
RSP-101141,2026-07-20,portal,Mile End,fr,individual_resident,Mont_Royal,strong_support,pedestrian_safety,,Ma petite entreprise gagne quand le quartier est marchable,walkup,EML-0502373
RSP-101546,2026-07-20,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,neutral,parking_loss,snow_removal,I bike to work on Rachel every day and this will make it safer,direct_link,EML-0900089
RSP-101552,2026-07-20,intercept_survey,Milton-Parc,en,individual_resident,Rachel,support,snow_removal,transit_frequency,I bike to work on Rachel every day and this will make it safer,meeting_flyer,EML-0501813
RSP-102010,2026-07-20,portal,Plateau-Mont-Royal,fr,community_group,Multiple,strong_support,transit_frequency,,Les livraisons peuvent tres bien se faire tot le matin,social_share,SMS-0500900
RSP-102168,2026-07-20,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,concern,tree_canopy,transit_frequency,La circulation va se deverser sur les rues residentielles,reminder_email,SMS-0501157
RSP-102933,2026-07-20,intercept_survey,Plateau-Mont-Royal,en,business_owner,Saint_Laurent_North,concern,parking_loss,transit_frequency,Traffic will push into residential side streets that are already busy,reminder_sms,
RSP-103203,2026-07-20,portal,Plateau-Mont-Royal,ar,resident_association,Saint_Denis,concern,delivery_access,noise,3adad al ashjar 3ala assharia3 mahdood,portal_search,EML-0900177
RSP-103231,2026-07-20,portal,Plateau-Mont-Royal,fr,business_owner,Mont_Royal,strong_support,snow_removal,enforcement,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_sms,SMS-0900014
RSP-103264,2026-07-20,portal,Milton-Parc,en,business_owner,Multiple,neutral,parking_loss,displacement_risk,Trees and benches will make this corridor liveable again,social_share,SMS-0500816
RSP-103285,2026-07-20,portal,Milton-Parc,fr,community_group,Mont_Royal,support,pedestrian_safety,,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_email,SMS-0501207
RSP-103363,2026-07-20,portal,Plateau-Mont-Royal,en,individual_resident,None,neutral,pedestrian_safety,accessibility,My kids can finally walk to school without dodging cars,direct_link,SMS-0500594
RSP-103408,2026-07-20,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Laurent_North,neutral,noise,tree_canopy,Je marche cette rue tous les matins et une piste protegee change tout,meeting_flyer,SMS-0900044
RSP-103434,2026-07-20,community_meeting_signin,Plateau-Mont-Royal,fr,developer_rep,Multiple,concern,accessibility,displacement_risk,Nous avons besoin d une fenetre de livraison entre 7h et 10h,walkup,
RSP-103455,2026-07-20,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_support,pedestrian_safety,tree_canopy,A protected lane on Saint Denis is long overdue,direct_link,EML-0502494
RSP-103479,2026-07-20,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,delivery_access,bike_lane_safety,Nous avons besoin d une fenetre de livraison entre 7h et 10h,reminder_email,SMS-0501072
RSP-100122,2026-07-21,portal,Plateau-Mont-Royal,fr,advocacy_group,Saint_Denis,strong_support,tree_canopy,noise,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_sms,EML-0501857
RSP-100162,2026-07-21,portal,Milton-Parc,fr,individual_resident,Rachel,support,bike_lane_safety,accessibility,Les livraisons peuvent tres bien se faire tot le matin,meeting_flyer,EML-0501975
RSP-100259,2026-07-21,community_meeting_signin,Jeanne-Mance,en,individual_resident,Saint_Denis,support,tree_canopy,parking_loss,Trees and benches will make this corridor liveable again,portal_search,SMS-0500489
RSP-100488,2026-07-21,portal,Milton-Parc,en,individual_resident,Multiple,concern,pedestrian_safety,,Delivery access on Saint Denis is critical please preserve morning windows,reminder_sms,EML-0900440
RSP-100595,2026-07-21,portal,Mile End,fr,business_owner,Saint_Denis,concern,parking_loss,delivery_access,La circulation va se deverser sur les rues residentielles,meeting_flyer,SMS-0500777
RSP-100602,2026-07-21,portal,Plateau-Mont-Royal,en,resident_association,Saint_Laurent_North,concern,tree_canopy,,Snow removal on the new lane must be reliable or it defeats the purpose,meeting_flyer,SMS-0500717
